AlbumOfTheYear,David Bowie,Look At The Moon (Live Phoenix Festival 97)
AlbumOfTheYear,Партнер,Партнер
AlbumOfTheYear,ARTEMIEV,+ (плюс)
AlbumOfTheYear,ASEAN!,Sky Pictures & Love Letters
AlbumOfTheYear,Callista Clark,Real To Me
AlbumOfTheYear,Levi Carter,4me&U
AlbumOfTheYear,Plague Of Insomnia,Luminous
AlbumOfTheYear,Implicit Doom,Around The Fuzz
AlbumOfTheYear,Bvn Glyc,Cold Brew
AlbumOfTheYear,Kengoji Ultam,Listen to Me Ramble: February Kengoji Mix
AlbumOfTheYear,Him Lo 'n Giallo Point,UGONMAKEMEKILLYOAZZ
AlbumOfTheYear,Chime & Franky Nuts & Oliverse,Tritone EP
AlbumOfTheYear,Fred Frith & Ikue Mori,A Mountain Doesn't Know It's Tall
AlbumOfTheYear,Joe Silhueta,Outras trilhas
AlbumOfTheYear,Rapper Big Pooh,41
AlbumOfTheYear,Hoy Es Siempre Todavía,Satori
AlbumOfTheYear,Compile,Reaching
AlbumOfTheYear,Yo Daddy Doe × Grubby Pawz,You Been Knowin'
AlbumOfTheYear,Dakh Daughters,Make Up
AlbumOfTheYear,Glass Tides,Escape
AlbumOfTheYear,Amy Winehouse,I Told You I Was Trouble: Live In London
AlbumOfTheYear,Giorgio Moroder,I Wanna Rock You (Beach Messiah Remix)
AlbumOfTheYear,Caithlin De Marrais,What Will You Do Then?
AlbumOfTheYear,BETWEEN FRIENDS,tape 001
AlbumOfTheYear,Earthen Sea,Tidal Range (Inspired by ‘The Outlaw Ocean’ a book by Ian Urbina)
AlbumOfTheYear,Kaizo Slumber,Kaizo Demos, Vol. 1: My Friend Torimoti
AlbumOfTheYear,Durbin,The Beast Awakens
AlbumOfTheYear,Jay2,Send Heartss
AlbumOfTheYear,Statik Selektah,Balancing Act Instrumentals
AlbumOfTheYear,Nova Rockafeller,Scared Of Heights
AlbumOfTheYear,Gezebelle Gaburgably,Snailcore Delücks
AlbumOfTheYear,Myalansky,D3: Drastic Measures 3 (St. Valentine Days Massacre)
AlbumOfTheYear,Amerigo Verardi,Un sogno di Malia
AlbumOfTheYear,Voces Suaves & Johannes Strobl,Heinrich Schütz- Musicalische Exequien: German Funeral Music of the 17th Century
AlbumOfTheYear,HIZAKI,Rusalka
AlbumOfTheYear,Matt Ox,UNORTHODOX
AlbumOfTheYear,Narakah,Blast Haven
